Asset ID,Asset Type,Purchase Date,Lifecycle Status,Maintenance Cost,Replacement Cost
A3181,Desktop,2021-06-18,Disposed,2498.23,9082.55
A3182,Laptop,2024-04-14,Disposed,4639.67,4448.83
A3183,Desktop,2020-09-15,Active,4544.84,1279.68
A3184,Desktop,2022-11-19,Retired,1602.82,8009.51
A3185,Printer,2023-06-26,Active,744.81,6799.76
A3186,Router,2020-12-11,Disposed,3825.65,4280.53
A3187,Switch,2024-07-03,Active,2836.25,7328.94
A3188,Server,2022-06-12,Retired,3617.51,7685.2
A3189,Printer,2020-10-01,Retired,4287.45,7047.38
A3190,Laptop,2022-07-31,Disposed,3925.58,1224.92
A3191,Printer,2022-01-09,Retired,3074.06,5593.64
A3192,Printer,2019-09-07,Retired,1596.56,5230.98
A3193,Server,2023-07-09,Active,3790.41,9427.18
A3194,Laptop,2021-09-06,Disposed,532.33,7232.37
A3195,Printer,2019-08-10,Retired,2143.04,9463.6
A3196,Switch,2019-11-26,Retired,205.27,2054.09
A3197,Switch,2023-08-25,Disposed,679.7,7268.4
A3198,Router,2021-08-03,Active,540.25,7568.81
A3199,Desktop,2022-01-02,Disposed,1942.92,9003.75
A3200,Router,2022-03-15,Active,2376.86,1082.34
A3201,Printer,2022-06-15,In Maintenance,2451.47,3841.15
A3202,Router,2020-01-11,Active,2439.25,7252.7
A3203,Desktop,2022-07-17,In Maintenance,1163.08,4806.18
A3204,Switch,2020-05-19,In Maintenance,2937.15,9737.5
A3205,Switch,2021-02-20,Disposed,1517.27,726.28
A3206,Desktop,2024-05-29,Disposed,1494.97,8755.51
A3207,Server,2023-03-11,Disposed,1477.73,8096.51
A3208,Desktop,2020-11-27,Disposed,2939.77,1468.79
A3209,Server,2019-09-30,Active,1950.34,1124.42
A3210,Server,2022-04-26,Retired,1705.25,605.99
A3211,Desktop,2020-09-08,Retired,962.28,4582.87
A3212,Laptop,2020-02-26,Disposed,2044.22,8900.35
A3213,Switch,2022-10-22,Disposed,3542.52,7474.43
A3214,Desktop,2023-01-31,Disposed,2723.92,6685.24
A3215,Printer,2022-07-16,Retired,2800.04,5500.02
A3216,Laptop,2020-10-29,Active,4655.09,2942.19
A3217,Printer,2021-06-13,Active,769.46,4489.14
A3218,Router,2023-02-24,Disposed,2236.57,1316.48
A3219,Server,2020-08-22,Retired,2531.23,2252.67
A3220,Laptop,2022-06-18,In Maintenance,3077.01,4470.15
A3221,Server,2021-08-15,Disposed,1071.07,1679.51
A3222,Desktop,2021-12-09,In Maintenance,2787.05,7894.45
A3223,Printer,2024-01-19,Active,4940.49,9564.55
A3224,Desktop,2023-10-22,In Maintenance,3536.21,3786.42
A3225,Server,2021-03-23,Retired,269.72,2972.95
A3226,Laptop,2022-04-21,Retired,274.3,8971.41
A3227,Laptop,2020-03-30,Retired,1881.96,7314.83
A3228,Printer,2020-07-20,Active,1609.98,8693.27
A3229,Router,2022-02-13,Active,436.19,5081.48
A3230,Server,2022-12-31,Active,3534.63,5043.05
A3231,Switch,2023-09-20,Retired,1601.91,2027.11
A3232,Switch,2023-01-16,In Maintenance,768.41,1521.59
A3233,Desktop,2024-01-06,In Maintenance,2115.19,3225.5
A3234,Server,2023-09-04,Active,3832.19,922.9
A3235,Desktop,2019-09-02,Retired,4757.38,6576.34
A3236,Router,2024-01-11,In Maintenance,877.47,9848.24
A3237,Desktop,2020-02-11,Disposed,4870.75,8196.49
A3238,Switch,2022-07-22,Retired,4501.14,5301.84
A3239,Laptop,2021-01-30,Disposed,3218.24,4834.13
A3240,Switch,2023-03-10,Disposed,2651.97,3657.93
A3241,Laptop,2019-10-25,Retired,2539.48,5853.81
A3242,Switch,2023-04-18,In Maintenance,1917.53,9768.86
A3243,Printer,2024-02-15,Disposed,3614.04,913.8
A3244,Printer,2022-01-19,Retired,829.57,6621.87
A3245,Laptop,2024-06-26,Retired,4044.71,6347.82
A3246,Desktop,2023-09-25,In Maintenance,1198.17,2674.66
A3247,Laptop,2021-01-07,Retired,1308.49,4752.44
A3248,Laptop,2022-07-06,Active,1588.62,6277.12
A3249,Switch,2020-01-27,Disposed,2527.22,6661.35
A3250,Printer,2023-12-17,Active,3117.2,6868.53
A3251,Router,2019-08-24,Disposed,2778.75,9168.7
A3252,Server,2023-06-16,Disposed,1475.5,7793.27
A3253,Router,2022-09-04,In Maintenance,1768.0,4886.09
A3254,Router,2022-07-13,In Maintenance,621.1,3822.61
A3255,Desktop,2019-10-31,Active,2496.68,7384.67
A3256,Switch,2019-12-10,Disposed,4967.64,8179.1
A3257,Desktop,2021-06-16,In Maintenance,3947.9,2466.55
A3258,Router,2024-03-23,Retired,3463.75,6398.58
A3259,Printer,2020-09-19,In Maintenance,2078.43,5095.75
A3260,Printer,2021-06-26,Active,2482.76,3841.67
A3261,Switch,2021-09-27,Disposed,1592.43,925.27
A3262,Server,2021-02-25,In Maintenance,2598.8,2354.97
A3263,Server,2021-09-28,Active,1116.79,5144.57
A3264,Desktop,2024-02-07,In Maintenance,2802.57,1891.1
A3265,Laptop,2019-10-10,In Maintenance,4537.67,3576.03
A3266,Printer,2019-09-26,Retired,1971.36,8823.01
A3267,Router,2023-03-27,In Maintenance,2381.06,4235.18
A3268,Laptop,2021-06-30,Active,2643.89,9888.18
A3269,Printer,2023-11-24,Disposed,736.87,8509.09
A3270,Switch,2021-03-09,Active,1968.23,7221.97
A3271,Desktop,2020-12-25,Retired,2421.83,7038.37
A3272,Laptop,2024-05-25,In Maintenance,3361.74,4907.83
A3273,Desktop,2021-01-03,In Maintenance,1416.11,3640.11
A3274,Switch,2021-11-27,In Maintenance,2880.81,7409.02
A3275,Switch,2022-03-09,Retired,117.61,2625.7
A3276,Printer,2020-09-23,Retired,1419.5,749.12
A3277,Desktop,2020-12-12,Active,848.94,6485.03
A3278,Switch,2020-10-06,Active,3608.04,1332.47
A3279,Switch,2023-02-11,Disposed,2635.44,3559.58
A3280,Desktop,2022-03-20,Active,4059.04,5122.85
A3281,Switch,2022-10-15,Active,4106.19,2241.06
A3282,Router,2021-01-12,Retired,909.4,6472.22
A3283,Laptop,2022-10-20,Active,1257.67,3731.06
A3284,Desktop,2021-09-06,Active,1378.16,735.65
A3285,Desktop,2021-07-01,Active,3296.57,2718.53
A3286,Laptop,2022-09-16,Retired,2698.96,4791.3
A3287,Switch,2021-08-04,Disposed,3193.49,6134.97
A3288,Server,2021-03-13,Retired,2049.25,2156.73
A3289,Router,2024-05-21,Retired,4946.46,1406.26
A3290,Laptop,2019-11-26,Disposed,2316.06,4366.56
A3291,Desktop,2024-05-02,Retired,3674.7,9822.57
A3292,Desktop,2019-10-15,Retired,4641.19,7716.79
A3293,Desktop,2022-11-17,Retired,1682.68,2772.73
A3294,Desktop,2020-09-24,Active,4966.36,3892.29
A3295,Router,2022-05-17,Active,274.09,7235.8
A3296,Laptop,2020-11-12,Active,3520.06,6418.62
A3297,Switch,2019-12-31,In Maintenance,446.51,4123.19
A3298,Router,2020-02-09,In Maintenance,3926.52,6592.6
A3299,Switch,2021-02-22,Active,3811.68,9803.7
A3300,Printer,2022-06-06,In Maintenance,108.36,7675.33
A3301,Laptop,2023-10-20,In Maintenance,1362.71,8316.19
A3302,Server,2020-12-25,Retired,3434.3,2463.41
A3303,Printer,2022-10-20,In Maintenance,145.78,4582.25
A3304,Laptop,2020-01-14,Active,2033.29,4313.57
A3305,Desktop,2022-03-05,In Maintenance,3336.88,6853.68
A3306,Desktop,2022-05-28,Retired,1006.14,3618.77
A3307,Server,2022-06-24,Active,2019.57,855.34
A3308,Router,2023-01-09,Disposed,4230.51,4195.0
A3309,Printer,2019-10-29,Retired,2107.96,7787.76
A3310,Switch,2023-11-21,Disposed,1822.18,3474.98
A3311,Switch,2019-11-14,In Maintenance,4677.29,705.33
A3312,Printer,2022-12-27,Retired,1785.2,9396.0
A3313,Router,2020-04-05,In Maintenance,2582.37,5467.31
A3314,Switch,2021-01-21,In Maintenance,1176.57,6117.92
A3315,Switch,2021-12-19,Active,4007.86,3007.67
A3316,Router,2021-07-14,Disposed,2301.4,4776.37
A3317,Desktop,2022-09-30,Retired,4335.07,2982.08
A3318,Laptop,2021-11-05,In Maintenance,4481.56,7532.83
A3319,Server,2020-12-19,In Maintenance,3337.14,9981.92
A3320,Desktop,2022-09-15,Active,2668.78,6450.89
A3321,Server,2022-02-24,Disposed,855.54,580.32
A3322,Laptop,2023-02-18,In Maintenance,2683.73,6397.24
A3323,Switch,2020-11-30,Active,3905.54,3105.25
A3324,Server,2019-09-16,In Maintenance,1604.12,8659.69
A3325,Switch,2023-09-11,Active,3272.23,5963.29
A3326,Desktop,2023-07-16,Retired,4980.8,8121.14
A3327,Laptop,2020-01-22,Retired,233.82,6202.69
A3328,Laptop,2024-04-12,Retired,3884.96,1028.05
A3329,Server,2022-03-23,Active,3420.73,1427.94
A3330,Laptop,2022-01-18,In Maintenance,947.5,2551.01
A3331,Server,2022-10-23,Active,2495.11,8765.36
A3332,Printer,2021-07-07,Disposed,4755.89,8216.53
A3333,Desktop,2022-11-08,Disposed,3789.45,9832.92
A3334,Desktop,2021-01-15,In Maintenance,1631.9,5809.33
A3335,Printer,2020-03-20,Active,1994.32,7324.16
A3336,Printer,2021-08-14,Disposed,2058.61,2092.05
A3337,Laptop,2023-10-03,Retired,889.42,2532.97
A3338,Laptop,2019-10-06,Disposed,2451.37,2121.32
A3339,Printer,2022-08-30,Retired,1926.93,994.06
A3340,Router,2023-11-11,Disposed,3892.77,7156.12
A3341,Printer,2022-10-18,Active,1537.18,8201.61
A3342,Switch,2024-03-20,Active,4103.3,2014.95
A3343,Printer,2021-03-25,Retired,4486.29,6917.19
A3344,Switch,2024-05-31,Disposed,2949.2,3292.4
A3345,Router,2023-05-01,In Maintenance,2767.54,9309.27
A3346,Router,2020-01-01,In Maintenance,1415.95,2023.86
A3347,Printer,2021-09-22,Active,2041.41,4544.7
A3348,Desktop,2020-09-04,Active,733.87,6278.4
A3349,Printer,2023-05-05,Active,2565.38,6230.85
A3350,Switch,2023-08-07,Retired,3176.02,7543.33
A3351,Laptop,2021-06-01,Disposed,1530.89,6451.18
A3352,Desktop,2021-09-19,Disposed,664.58,3515.2
A3353,Laptop,2023-10-18,Disposed,2589.94,4243.39
A3354,Router,2023-01-12,Disposed,4541.02,2529.29
A3355,Server,2020-06-15,Disposed,3534.65,3332.15
A3356,Server,2024-03-04,In Maintenance,4838.19,6671.52
A3357,Laptop,2024-02-29,Retired,2117.44,4512.07
A3358,Desktop,2022-12-20,Retired,2616.59,553.49
A3359,Server,2019-12-20,Disposed,2359.22,7237.58
A3360,Laptop,2020-06-17,Disposed,4103.99,4530.24
A3361,Server,2021-12-04,Retired,2274.7,3889.87
A3362,Printer,2023-09-17,Disposed,2658.08,1017.27
A3363,Laptop,2020-08-21,Disposed,3046.52,5993.38
A3364,Desktop,2022-06-13,Active,4353.03,2402.88
A3365,Printer,2023-07-26,In Maintenance,4009.62,2184.47
A3366,Desktop,2024-01-16,Active,4267.98,6243.3
A3367,Server,2019-08-13,In Maintenance,1301.9,3745.42
A3368,Router,2022-10-01,Disposed,3260.62,4017.74
A3369,Desktop,2020-06-06,In Maintenance,1099.75,2301.46
A3370,Printer,2020-09-06,Active,4482.13,4836.23
A3371,Desktop,2020-10-16,Active,2525.34,939.21
A3372,Printer,2019-12-02,Disposed,4114.16,6790.69
A3373,Router,2021-04-09,Active,3841.91,9691.16
A3374,Switch,2021-03-26,Retired,1675.16,6211.92
A3375,Router,2022-07-11,Active,648.4,8045.08
A3376,Switch,2022-07-25,Active,3143.29,8252.43
A3377,Laptop,2020-04-15,Retired,3294.11,8509.57
A3378,Server,2023-08-12,In Maintenance,105.97,2023.5
A3379,Printer,2023-03-31,Active,1839.12,9605.81
A3380,Printer,2020-04-17,Retired,569.25,4906.01
A3381,Laptop,2020-01-23,Active,2353.8,989.4
A3382,Printer,2021-04-30,Retired,1993.75,8824.6
A3383,Desktop,2022-01-17,Retired,2185.58,6304.44
A3384,Router,2022-02-26,Disposed,218.06,9651.62
A3385,Router,2020-05-11,Active,2319.05,3962.2
A3386,Switch,2023-01-29,Retired,3076.48,3950.47
A3387,Server,2023-06-27,Disposed,622.84,8783.23
A3388,Router,2023-06-01,In Maintenance,3080.37,7970.05
A3389,Server,2023-10-14,Active,1004.98,4404.15
A3390,Desktop,2021-01-10,Retired,4871.97,3947.88
A3391,Server,2023-06-25,Retired,3359.13,5513.88
A3392,Laptop,2022-09-29,Active,1799.51,808.99
A3393,Laptop,2024-03-01,In Maintenance,1529.54,3250.42
A3394,Desktop,2022-05-12,Retired,2511.73,1313.76
A3395,Router,2024-05-05,Active,2580.17,4809.79
A3396,Switch,2022-02-01,Active,3806.46,2033.5
A3397,Desktop,2021-05-28,Disposed,3378.59,9415.88
A3398,Router,2020-10-15,Active,2245.6,7608.94
A3399,Printer,2023-03-12,Active,182.3,7590.21
A3400,Printer,2022-01-17,Disposed,1169.72,6076.67
A3401,Server,2021-09-26,Active,1129.86,5570.64
A3402,Server,2023-02-10,Retired,2700.4,3035.67
A3403,Switch,2020-01-20,In Maintenance,1271.34,9988.44
A3404,Desktop,2022-07-31,Disposed,2774.96,2636.92
A3405,Router,2023-06-16,In Maintenance,4600.94,4741.89
A3406,Printer,2023-10-27,In Maintenance,4949.67,803.43
A3407,Laptop,2024-05-25,In Maintenance,2000.04,727.43
A3408,Router,2024-05-26,Retired,3355.49,2373.18
A3409,Laptop,2020-03-18,Disposed,2775.62,599.96
A3410,Printer,2024-06-27,Active,1920.55,3753.78
A3411,Laptop,2023-01-15,In Maintenance,3031.93,8551.4
A3412,Printer,2024-02-03,Disposed,518.88,7123.28
A3413,Server,2021-07-24,Active,464.56,4768.44
A3414,Server,2021-09-09,In Maintenance,3382.71,1725.88
A3415,Router,2020-01-11,Active,3874.73,7697.31
A3416,Desktop,2021-12-13,Active,1317.37,9579.08
A3417,Printer,2023-06-03,Retired,2260.39,6711.67
A3418,Switch,2023-02-02,In Maintenance,4886.17,4737.89
A3419,Router,2021-08-16,In Maintenance,750.49,4553.66
A3420,Switch,2021-10-22,Disposed,1010.18,1201.52
A3421,Laptop,2022-11-24,Active,3724.62,4118.64
A3422,Printer,2020-07-24,Active,3576.23,3296.57
A3423,Switch,2020-02-07,Disposed,1617.61,3729.41
A3424,Router,2022-08-07,Disposed,4148.29,3921.82
A3425,Router,2022-09-22,Active,2652.52,6396.3
A3426,Desktop,2023-10-20,Disposed,640.16,6937.14
A3427,Switch,2022-01-28,Retired,4750.73,3319.23
A3428,Server,2023-07-01,Disposed,1043.28,4364.03
A3429,Switch,2019-07-17,Retired,1083.14,4501.4
A3430,Router,2023-01-15,Disposed,2793.6,3907.19
A3431,Printer,2022-11-17,Disposed,1647.97,1718.9
A3432,Printer,2022-12-01,Active,795.55,3600.57
A3433,Printer,2021-01-11,In Maintenance,769.97,6846.2
A3434,Server,2021-02-18,Retired,2876.5,3068.44
A3435,Switch,2023-07-04,Retired,1506.97,1572.7
A3436,Router,2023-09-29,Disposed,3134.0,3322.69
A3437,Router,2020-09-20,Disposed,4992.04,6909.64
A3438,Switch,2024-02-26,In Maintenance,2019.28,3409.88
A3439,Server,2020-06-04,In Maintenance,4071.57,568.45
A3440,Switch,2020-01-07,Disposed,3034.35,4493.67
A3441,Server,2020-06-25,Retired,307.74,6065.85
A3442,Server,2019-10-19,Retired,2237.85,4024.53
A3443,Server,2019-12-30,Disposed,2642.86,3782.43
A3444,Laptop,2023-04-09,Disposed,2047.82,504.64
A3445,Router,2022-07-26,Active,2421.05,3828.76
A3446,Desktop,2023-03-11,In Maintenance,284.77,2302.62
A3447,Desktop,2024-02-24,Active,2595.76,5545.66
A3448,Server,2022-03-27,Disposed,1367.66,4300.55
A3449,Printer,2019-11-23,In Maintenance,2238.87,1458.45
A3450,Server,2020-12-20,In Maintenance,1399.69,2405.69
A3451,Printer,2023-08-21,In Maintenance,709.05,4463.9
A3452,Router,2021-05-25,In Maintenance,4152.28,8218.3
A3453,Switch,2022-10-25,In Maintenance,1147.66,4824.39
A3454,Switch,2022-02-20,Disposed,814.56,6814.6
A3455,Laptop,2023-06-25,Disposed,2304.93,2540.26
A3456,Laptop,2023-06-13,Active,486.98,770.49
A3457,Router,2021-06-11,Disposed,650.88,1443.52
A3458,Switch,2023-03-17,Active,1359.81,5899.34
A3459,Router,2020-05-07,In Maintenance,2526.23,9527.11
A3460,Server,2020-04-27,Retired,392.98,9466.53
A3461,Laptop,2023-12-08,In Maintenance,4988.43,5091.75
A3462,Laptop,2023-07-16,Retired,161.59,9353.52
A3463,Switch,2019-12-29,Retired,1872.82,5702.9
A3464,Desktop,2021-11-18,Retired,2907.82,7585.09
A3465,Printer,2021-12-16,Disposed,613.94,2139.54
A3466,Printer,2023-06-08,Retired,3739.12,3952.31
A3467,Router,2022-12-14,Active,3058.38,4847.49
A3468,Desktop,2020-08-15,Disposed,1576.55,4041.14
A3469,Switch,2020-08-13,Disposed,2858.48,4104.05
A3470,Laptop,2021-04-23,Retired,942.48,3671.45
A3471,Laptop,2024-02-25,Active,4438.46,4100.32
A3472,Switch,2021-03-06,In Maintenance,1501.22,2098.79
A3473,Printer,2021-06-19,Retired,4229.53,4673.18
A3474,Server,2023-12-10,Retired,3212.9,965.46
A3475,Switch,2022-02-27,In Maintenance,4196.29,7292.28
A3476,Switch,2020-01-16,In Maintenance,2865.37,4398.27
A3477,Server,2024-07-01,Disposed,2610.69,9252.77
A3478,Server,2022-08-01,Active,3308.48,8028.24
A3479,Laptop,2023-04-10,Retired,1802.79,6242.95
A3480,Laptop,2019-08-11,Retired,151.28,5001.64
A3481,Switch,2022-04-30,In Maintenance,4279.71,1324.89
A3482,Router,2021-06-18,In Maintenance,3159.0,9942.22
A3483,Laptop,2021-06-14,Retired,634.71,8542.48
A3484,Router,2022-03-03,Disposed,3580.52,6920.0
A3485,Printer,2023-05-22,In Maintenance,2399.28,3402.09
A3486,Desktop,2021-08-06,Active,4309.77,2760.9
A3487,Laptop,2021-11-17,Disposed,1227.12,2041.89
A3488,Desktop,2019-12-07,Active,297.25,2471.01
A3489,Switch,2023-06-15,Disposed,4239.47,4995.57
A3490,Router,2022-12-27,Retired,1893.78,8518.15
A3491,Laptop,2022-11-10,Active,4376.33,5739.42
A3492,Desktop,2019-11-01,Disposed,2862.4,6590.41
A3493,Server,2023-12-22,In Maintenance,4816.71,1603.62
A3494,Router,2022-01-27,Retired,2523.39,8998.49
A3495,Laptop,2019-10-08,Retired,4399.14,6517.97
A3496,Server,2022-08-31,Active,3378.45,2310.82
A3497,Desktop,2024-06-05,Active,3580.36,6358.84
A3498,Switch,2019-08-02,In Maintenance,541.87,4610.67
A3499,Switch,2021-05-17,In Maintenance,3285.22,807.24
A3500,Laptop,2023-09-29,Disposed,4175.96,5521.32
A3501,Router,2024-02-24,In Maintenance,691.34,4882.65
A3502,Server,2019-08-27,Disposed,3825.56,5708.71
A3503,Desktop,2023-03-30,In Maintenance,1864.83,1022.55
A3504,Router,2024-06-13,In Maintenance,3201.61,2724.58
A3505,Laptop,2023-09-26,Active,4009.92,1221.46
A3506,Router,2022-09-15,Retired,4051.21,9612.72
A3507,Printer,2024-06-03,Active,4879.86,6849.02
A3508,Router,2020-06-26,In Maintenance,1774.48,4626.82
A3509,Laptop,2019-10-01,Active,1627.02,4384.95
A3510,Printer,2024-02-10,Retired,1190.0,1511.79
A3511,Switch,2020-01-17,In Maintenance,2062.25,6916.84
A3512,Router,2023-01-20,Retired,3086.49,5476.1
A3513,Server,2022-04-07,Disposed,3086.1,4242.94
A3514,Desktop,2021-02-25,Disposed,2623.8,3142.98
A3515,Desktop,2022-11-16,Active,2549.89,9517.05
A3516,Printer,2020-11-30,In Maintenance,1642.17,9890.12
A3517,Desktop,2022-10-30,Retired,4798.68,880.71
A3518,Desktop,2024-04-03,Retired,2422.28,3823.46
A3519,Server,2023-04-24,Active,2970.48,3918.0
A3520,Printer,2023-06-12,In Maintenance,4654.74,8117.95
A3521,Server,2023-07-05,Retired,4320.13,4311.69
A3522,Printer,2021-09-24,In Maintenance,591.12,2476.21
A3523,Printer,2024-02-03,Active,4931.14,6300.67
A3524,Server,2019-12-15,Retired,2384.43,9665.77
A3525,Router,2019-10-12,Retired,837.54,8377.49
A3526,Desktop,2019-12-05,In Maintenance,837.74,4933.5
A3527,Server,2023-05-09,Retired,2211.55,3773.5
A3528,Desktop,2024-05-01,Disposed,2023.68,6078.45
A3529,Switch,2020-01-20,Active,796.85,5484.7
A3530,Desktop,2020-03-10,In Maintenance,2462.04,7021.45
A3531,Router,2022-12-02,Disposed,1134.08,2638.64
A3532,Router,2020-10-24,In Maintenance,620.9,4346.36
A3533,Laptop,2022-05-12,Disposed,1159.0,3646.65
A3534,Printer,2020-01-30,Disposed,1422.98,5758.6
A3535,Laptop,2021-10-04,In Maintenance,4103.3,3946.65
A3536,Laptop,2022-11-11,Retired,2992.97,5643.44
A3537,Desktop,2020-01-13,Retired,4265.39,1815.47
A3538,Switch,2024-06-25,Retired,855.02,9787.74
A3539,Laptop,2021-03-29,Active,3128.94,1947.94
A3540,Printer,2022-05-27,Disposed,476.03,8367.35
A3541,Router,2019-07-29,In Maintenance,2062.28,9995.52
A3542,Server,2019-08-12,Active,4416.73,8820.85
A3543,Switch,2020-09-04,Active,1831.69,4816.28
A3544,Printer,2023-07-12,Retired,2262.13,9452.25
A3545,Desktop,2024-06-05,Active,2466.28,3514.0
A3546,Switch,2024-03-31,Retired,2402.13,1383.68
A3547,Router,2021-10-18,Disposed,3056.65,4812.21
A3548,Server,2019-07-14,Retired,2530.34,7464.74
A3549,Server,2020-10-29,Active,1868.52,7510.49
A3550,Desktop,2020-03-07,Active,2192.77,9570.29
A3551,Laptop,2020-01-30,Retired,1763.32,9084.14
A3552,Server,2022-07-18,Retired,3003.46,9615.47
A3553,Laptop,2019-09-09,In Maintenance,3732.67,2690.13
A3554,Laptop,2023-09-15,Retired,2152.69,1010.59
A3555,Router,2023-04-15,Retired,1998.91,6284.89
A3556,Desktop,2023-12-23,In Maintenance,1388.54,2316.78
A3557,Router,2020-10-22,Disposed,1707.6,5739.54
A3558,Desktop,2022-07-15,In Maintenance,3635.29,7051.85
A3559,Desktop,2021-04-10,Retired,3172.38,2956.46
A3560,Router,2022-02-16,Active,3756.15,9489.09
A3561,Printer,2021-08-06,Retired,3934.51,2615.7
A3562,Desktop,2022-01-24,Active,3619.31,2597.3
A3563,Laptop,2019-09-13,Active,4571.34,3307.48
A3564,Desktop,2020-10-12,Active,4815.27,9681.06
A3565,Laptop,2024-02-12,Active,4094.18,1366.93
A3566,Laptop,2020-08-24,Active,2240.25,7459.24
A3567,Server,2020-08-06,Active,2734.98,6746.78
A3568,Server,2021-01-18,Retired,3770.59,3732.25
A3569,Router,2019-12-15,In Maintenance,2000.99,6567.48
A3570,Switch,2020-02-26,Active,2423.72,841.75
A3571,Printer,2021-09-25,Active,2743.62,3157.03
A3572,Laptop,2020-01-17,Retired,4032.82,6525.36
A3573,Laptop,2024-06-09,In Maintenance,2680.31,3201.3
A3574,Laptop,2022-10-10,Disposed,3566.61,1562.33
A3575,Router,2020-01-17,Disposed,4291.69,5359.62
A3576,Laptop,2020-10-07,Retired,328.59,8116.81
A3577,Server,2021-01-04,Disposed,2876.7,5939.05
A3578,Router,2021-08-04,In Maintenance,3813.89,6956.74
A3579,Desktop,2021-06-29,Active,4535.43,6813.2
A3580,Router,2024-06-02,In Maintenance,1902.05,3819.83
A3581,Server,2022-09-22,Retired,2699.89,744.07
A3582,Switch,2021-08-31,In Maintenance,1051.7,7711.79
A3583,Server,2021-10-31,In Maintenance,1939.33,8653.16
A3584,Router,2022-03-08,Disposed,4216.39,8461.54
A3585,Server,2020-09-27,Retired,607.14,1234.16
A3586,Router,2019-08-02,Disposed,2315.38,5820.72
A3587,Server,2023-09-10,Active,4057.7,2745.71
A3588,Laptop,2022-01-10,In Maintenance,2414.45,9112.43
A3589,Router,2020-04-16,Retired,4099.73,1311.7
A3590,Server,2023-11-05,Active,3369.52,7332.31
A3591,Printer,2021-12-15,Retired,2151.34,6731.86
A3592,Printer,2019-08-01,Retired,2056.31,4062.08
A3593,Switch,2023-07-10,Disposed,1681.26,5084.01
A3594,Printer,2022-04-06,Active,2345.92,5060.13
A3595,Laptop,2022-08-29,Active,620.96,7571.53
A3596,Desktop,2020-04-22,In Maintenance,3443.97,8792.6
A3597,Printer,2024-05-29,In Maintenance,1085.82,5293.48
A3598,Switch,2019-08-24,Disposed,3225.75,6764.29
A3599,Laptop,2024-07-09,Disposed,3697.56,3604.84
A3600,Router,2020-09-16,Active,1575.32,9999.41
A3601,Server,2024-01-26,Retired,808.48,9889.99
A3602,Laptop,2022-04-05,Disposed,3807.38,5406.31
A3603,Laptop,2020-06-14,Retired,1991.26,8150.78
A3604,Switch,2021-02-19,Disposed,4898.16,8360.56
A3605,Printer,2023-11-16,In Maintenance,580.34,8976.23
A3606,Printer,2022-01-08,Active,1505.0,4208.02
A3607,Server,2023-06-02,Disposed,3091.88,8333.81
A3608,Desktop,2021-06-22,Retired,2941.41,2335.8
A3609,Router,2020-02-25,Active,2449.56,7880.27
A3610,Server,2020-03-13,Disposed,2741.91,4640.02
A3611,Laptop,2022-05-05,Active,1717.26,5545.43
A3612,Server,2020-02-14,Active,4618.08,1983.89
A3613,Printer,2023-08-31,Active,2137.92,9363.75
A3614,Desktop,2023-11-15,Active,1448.24,9940.99
A3615,Desktop,2019-10-15,Active,4260.05,9934.21
A3616,Server,2022-02-14,Disposed,3114.04,4217.76
A3617,Desktop,2019-11-24,In Maintenance,3898.39,1788.64
